run,round,config_name,loo_r,is_r,gap,adjusted,f1_loo,qwk_loo
1,3,ratio+nnd+large_count__Ridge_a100,0.255,0.515,0.259,0.2007,0.167,0.000
1,3,comp_count_norm+mean_area__Ridge_a1,0.212,0.403,0.192,0.1910,0.265,0.174
1,3,gland_ratio+comp_count_norm__Ridge_a1,0.210,0.417,0.207,0.1815,0.177,0.083
1,3,gland_ratio+comp_count_norm__PLS_2,0.205,0.417,0.212,0.1742,0.177,0.083
1,3,comp_count_norm+total_area_norm__PLS_1,0.154,0.328,0.175,0.1414,0.213,0.091
1,3,gland_total_area_norm_only__PLS_1,0.122,0.307,0.185,0.1046,0.213,0.091
1,3,gland_total_area_norm_only__Ridge_a1,0.118,0.307,0.188,0.0991,0.213,0.091
1,3,comp_count_norm+mean_area__Ridge_a10,0.144,0.403,0.259,0.0901,0.232,0.095
1,3,gland_total_area_norm_only__Ridge_a10,0.085,0.307,0.221,0.0498,0.213,0.091
1,3,comp_count_norm+mean_area__PLS_1,0.106,0.400,0.295,0.0336,0.213,0.091
1,3,gland_median_area_only__PLS_1,0.061,0.266,0.205,0.0330,0.154,0.000
1,3,comp_count_norm+total_area_norm__Ridge_a10,0.081,0.329,0.248,0.0320,0.213,0.091
1,3,gland_large_ratio_only__PLS_1,0.056,0.257,0.200,0.0313,0.140,0.000
1,3,comp_count_norm+total_area_norm__Ridge_a1,0.080,0.330,0.250,0.0294,0.213,0.091
1,3,gland_median_area_only__Ridge_a1,0.056,0.266,0.210,0.0267,0.154,0.000
1,3,comp_count_norm+total_area_norm__PLS_2,0.077,0.330,0.252,0.0261,0.213,0.091
1,3,gland_large_ratio_only__Ridge_a1,0.052,0.257,0.205,0.0247,0.154,0.000
1,3,gland_total_area_norm_only__ElasticNet_a0.1,0.063,0.307,0.244,0.0163,0.154,0.000
1,3,gland_mask_frac_only__PLS_1,0.041,0.264,0.223,0.0041,0.213,0.091
1,3,gland_mask_frac_only__Ridge_a1,0.036,0.264,0.228,-0.0026,0.213,0.091
1,3,gland_comp_count_norm_only__PLS_1,0.028,0.260,0.232,-0.0132,0.167,0.000
1,3,gland_comp_count_norm_only__Ridge_a1,0.023,0.260,0.237,-0.0207,0.167,0.000
1,3,gland_median_area_only__Ridge_a10,0.018,0.266,0.248,-0.0308,0.167,0.000
1,3,gland_large_ratio_only__Ridge_a10,0.013,0.257,0.244,-0.0344,0.167,0.000
1,3,gland_comp_count_only__PLS_1,-0.019,0.216,0.235,-0.0610,0.154,0.000
1,3,gland_mask_frac_only__Ridge_a10,-0.004,0.264,0.268,-0.0630,0.167,0.000
1,3,gland_comp_count_only__Ridge_a1,-0.022,0.216,0.239,-0.0667,0.154,0.000
1,3,gland_median_area_only__ElasticNet_a0.1,-0.009,0.266,0.275,-0.0716,0.167,0.000
1,3,gland_large_ratio_only__ElasticNet_a0.1,-0.015,0.257,0.272,-0.0760,0.167,0.000
1,3,gland_comp_count_norm_only__Ridge_a10,-0.023,0.260,0.283,-0.0891,0.167,0.000
1,3,gland_comp_count_only__Ridge_a10,-0.059,0.216,0.276,-0.1220,0.154,0.000
1,3,gland_large_count_only__PLS_1,-0.112,0.156,0.268,-0.1712,0.154,0.000
1,3,gland_large_count_only__Ridge_a1,-0.117,0.156,0.274,-0.1791,0.154,0.000
1,3,gland_comp_count_only__Ridge_a100,-0.397,0.216,0.613,-1.0000,0.167,0.000
1,3,gland_comp_count_only__ElasticNet_a0.1,-0.094,0.216,0.311,-1.0000,0.154,0.000
1,3,gland_comp_count_only__ElasticNet_a0.5,-1.000,0.000,1.000,-1.0000,0.167,0.000
1,3,gland_comp_count_norm_only__Ridge_a100,-0.432,0.260,0.692,-1.0000,0.167,0.000
1,3,gland_comp_count_norm_only__ElasticNet_a0.1,-0.083,0.260,0.344,-1.0000,0.167,0.000
1,3,gland_comp_count_norm_only__ElasticNet_a0.5,-0.994,0.000,0.994,-1.0000,0.167,0.000
1,3,gland_mean_area_only__Ridge_a1,-0.256,0.190,0.446,-1.0000,0.167,0.000
1,3,gland_mean_area_only__Ridge_a10,-0.323,0.190,0.514,-1.0000,0.167,0.000
1,3,gland_mean_area_only__Ridge_a100,-0.744,0.190,0.934,-1.0000,0.167,0.000
1,3,gland_mean_area_only__ElasticNet_a0.1,-0.473,0.190,0.664,-1.0000,0.167,0.000
1,3,gland_mean_area_only__ElasticNet_a0.5,-1.000,0.000,1.000,-1.0000,0.167,0.000
1,3,gland_mean_area_only__PLS_1,-0.248,0.190,0.438,-1.0000,0.167,0.000
1,3,gland_median_area_only__Ridge_a100,-0.343,0.266,0.610,-1.0000,0.167,0.000
1,3,gland_median_area_only__ElasticNet_a0.5,-0.995,0.000,0.995,-1.0000,0.167,0.000
1,3,gland_total_area_norm_only__Ridge_a100,-0.241,0.307,0.547,-1.0000,0.167,0.000
1,3,gland_total_area_norm_only__ElasticNet_a0.5,-0.835,0.307,1.141,-1.0000,0.167,0.000
1,3,gland_max_area_only__Ridge_a1,-0.604,0.015,0.619,-1.0000,0.171,-0.095
1,3,gland_max_area_only__Ridge_a10,-0.648,0.015,0.663,-1.0000,0.167,0.000
1,3,gland_max_area_only__Ridge_a100,-0.872,0.015,0.887,-1.0000,0.167,0.000
1,3,gland_max_area_only__ElasticNet_a0.1,-0.606,0.000,0.606,-1.0000,0.167,0.000
1,3,gland_max_area_only__ElasticNet_a0.5,-1.000,0.000,1.000,-1.0000,0.167,0.000
1,3,gland_max_area_only__PLS_1,-0.599,0.015,0.614,-1.0000,0.171,-0.095
1,3,gland_large_count_only__Ridge_a10,-0.164,0.156,0.320,-1.0000,0.154,0.000
1,3,gland_large_count_only__Ridge_a100,-0.543,0.156,0.699,-1.0000,0.167,0.000
1,3,gland_large_count_only__ElasticNet_a0.1,-0.235,0.156,0.392,-1.0000,0.154,0.000
1,3,gland_large_count_only__ElasticNet_a0.5,-1.000,0.000,1.000,-1.0000,0.167,0.000
1,3,gland_large_ratio_only__Ridge_a100,-0.357,0.257,0.614,-1.0000,0.167,0.000
1,3,gland_large_ratio_only__ElasticNet_a0.5,-1.000,0.000,1.000,-1.0000,0.167,0.000
1,3,gland_mask_frac_only__Ridge_a100,-0.377,0.264,0.641,-1.0000,0.167,0.000
1,3,gland_mask_frac_only__ElasticNet_a0.1,-0.048,0.264,0.312,-1.0000,0.167,0.000
1,3,gland_mask_frac_only__ElasticNet_a0.5,-0.977,0.000,0.977,-1.0000,0.167,0.000
1,3,gland_ratio_only__Ridge_a100,0.032,0.415,0.383,-1.0000,0.167,0.000
1,3,gland_ratio_only__ElasticNet_a0.5,-0.188,0.415,0.603,-1.0000,0.167,0.000
1,3,median_nnd_only__Ridge_a100,0.033,0.425,0.392,-1.0000,0.167,0.000
1,3,median_nnd_only__ElasticNet_a0.5,-0.144,0.425,0.569,-1.0000,0.167,0.000
1,3,gland_ratio+median_nnd__ElasticNet_a0.5,-0.065,0.525,0.589,-1.0000,0.167,0.000
1,3,gland_ratio+comp_count_norm__Ridge_a100,0.061,0.401,0.340,-1.0000,0.167,0.000
1,3,gland_ratio+comp_count_norm__ElasticNet_a0.5,-0.188,0.415,0.603,-1.0000,0.167,0.000
1,3,gland_ratio+total_area_norm__Ridge_a100,0.113,0.417,0.304,-1.0000,0.167,0.000
1,3,gland_ratio+total_area_norm__ElasticNet_a0.5,-0.193,0.415,0.608,-1.0000,0.167,0.000
1,3,gland_ratio+mean_area__Ridge_a100,0.024,0.432,0.408,-1.0000,0.167,0.000
1,3,gland_ratio+mean_area__ElasticNet_a0.5,-0.188,0.415,0.603,-1.0000,0.167,0.000
1,3,gland_ratio+large_count__Ridge_a100,0.073,0.471,0.398,-1.0000,0.167,0.000
1,3,gland_ratio+large_count__ElasticNet_a0.5,-0.188,0.415,0.603,-1.0000,0.167,0.000
1,3,gland_ratio+large_ratio__Ridge_a100,0.071,0.398,0.326,-1.0000,0.167,0.000
1,3,gland_ratio+large_ratio__ElasticNet_a0.5,-0.188,0.415,0.603,-1.0000,0.167,0.000
1,3,median_nnd+comp_count_norm__Ridge_a100,0.109,0.469,0.359,-1.0000,0.167,0.000
1,3,median_nnd+comp_count_norm__ElasticNet_a0.5,-0.148,0.425,0.574,-1.0000,0.167,0.000
1,3,median_nnd+total_area_norm__Ridge_a100,0.157,0.483,0.326,-1.0000,0.167,0.000
1,3,median_nnd+total_area_norm__ElasticNet_a0.5,-0.199,0.425,0.624,-1.0000,0.167,0.000
1,3,ratio+nnd+comp_count_norm__ElasticNet_a0.5,-0.065,0.525,0.589,-1.0000,0.167,0.000
1,3,ratio+nnd+total_area_norm__ElasticNet_a0.5,-0.067,0.525,0.592,-1.0000,0.167,0.000
1,3,ratio+nnd+mean_area__ElasticNet_a0.5,-0.065,0.525,0.589,-1.0000,0.167,0.000
1,3,ratio+nnd+large_count__ElasticNet_a0.5,-0.065,0.525,0.589,-1.0000,0.167,0.000
1,3,ratio+nnd+large_ratio__ElasticNet_a0.5,-0.065,0.525,0.589,-1.0000,0.167,0.000
1,3,ratio+nnd+mask_frac__ElasticNet_a0.5,-0.065,0.525,0.589,-1.0000,0.167,0.000
1,3,comp_count_norm+mean_area__Ridge_a100,-0.391,0.402,0.793,-1.0000,0.167,0.000
1,3,comp_count_norm+mean_area__ElasticNet_a0.1,0.079,0.403,0.324,-1.0000,0.167,0.000
1,3,comp_count_norm+mean_area__ElasticNet_a0.5,-0.994,0.000,0.994,-1.0000,0.167,0.000
1,3,comp_count_norm+total_area_norm__Ridge_a100,-0.121,0.329,0.449,-1.0000,0.167,0.000
1,3,comp_count_norm+total_area_norm__ElasticNet_a0.1,-0.007,0.330,0.337,-1.0000,0.213,0.091
1,3,comp_count_norm+total_area_norm__ElasticNet_a0.5,-0.840,0.307,1.147,-1.0000,0.167,0.000
1,3,ratio+nnd+comp_count+area_norm__ElasticNet_a0.5,-0.067,0.525,0.592,-1.0000,0.167,0.000
1,3,ratio+nnd+large_count+area_norm__ElasticNet_a0.5,-0.067,0.525,0.592,-1.0000,0.167,0.000
1,3,ratio+nnd+comp_count+mean_area__ElasticNet_a0.5,-0.065,0.525,0.589,-1.0000,0.167,0.000
1,4,gland_ratio+median_nnd+gland_pca3__PLS_1,0.453,0.611,0.158,0.4486,0.330,0.250
1,4,gland_ratio+median_nnd+gland_pca2__PLS_1,0.440,0.582,0.141,0.4404,0.330,0.250
1,4,median_nnd+tumor_pca2__Ridge_a10.0,0.443,0.600,0.157,0.4395,0.232,0.095
1,4,gland_ratio+median_nnd__PLS_1,0.436,0.536,0.100,0.4358,0.355,0.308
1,4,gland_ratio+median_nnd+tumor_pca2__Ridge_a10.0,0.435,0.611,0.176,0.4223,0.297,0.182
1,4,gland_ratio+median_nnd+gland_pca1__PLS_1,0.415,0.538,0.122,0.4153,0.363,0.308
1,4,gland_ratio+median_nnd__PLS_2,0.410,0.535,0.125,0.4100,0.355,0.308
1,4,gland_ratio+median_nnd__Ridge_a1,0.410,0.535,0.125,0.4100,0.375,0.320
1,4,gland_ratio+median_nnd+gland_pca1__PLS_2,0.405,0.546,0.141,0.4049,0.385,0.320
1,4,gland_ratio+median_nnd__Ridge_a10,0.404,0.529,0.125,0.4040,0.330,0.250
1,4,median_nnd+gland_pca2__PLS_1,0.400,0.549,0.149,0.3997,0.352,0.261
1,4,gland_ratio+median_nnd+both_pca2__Ridge_a10.0,0.415,0.599,0.184,0.3981,0.297,0.182
1,4,median_nnd+tumor_pca3__Ridge_a10.0,0.418,0.624,0.206,0.3903,0.232,0.095
1,4,gland_ratio+median_nnd+gland_pca1__Ridge_a10.0,0.387,0.541,0.154,0.3849,0.278,0.174
1,4,median_nnd+gland_pca2__PLS_2,0.391,0.556,0.165,0.3842,0.407,0.333
1,4,median_nnd+gland_pca1__PLS_2,0.382,0.511,0.130,0.3817,0.407,0.333
1,4,median_nnd+gland_pca3__PLS_1,0.391,0.562,0.171,0.3806,0.352,0.261
1,4,median_nnd+gland_pca1__Ridge_a1.0,0.379,0.511,0.132,0.3790,0.407,0.333
1,4,gland_ratio+median_nnd+gland_pca1__Ridge_a1.0,0.383,0.545,0.162,0.3769,0.385,0.320
1,4,gland_ratio+median_nnd+tumor_pca3__Ridge_a10.0,0.411,0.630,0.219,0.3764,0.278,0.174
1,4,gland_ratio+median_nnd+tumor_pca1__Ridge_a10.0,0.375,0.537,0.161,0.3696,0.330,0.250
1,4,gland_ratio+median_nnd+both_pca1__Ridge_a10.0,0.374,0.538,0.163,0.3678,0.278,0.174
1,4,median_nnd+gland_pca1__PLS_1,0.366,0.511,0.145,0.3659,0.407,0.333
1,4,median_nnd+gland_pca2__Ridge_a1.0,0.377,0.553,0.176,0.3639,0.407,0.333
1,4,gland_ratio+median_nnd+gland_pca3__PLS_2,0.393,0.609,0.216,0.3603,0.385,0.320
1,4,median_nnd+gland_pca2__Ridge_a10.0,0.367,0.549,0.182,0.3507,0.352,0.261
1,4,gland_ratio+median_nnd+gland_pca2__Ridge_a10.0,0.373,0.572,0.200,0.3479,0.278,0.174
1,4,median_nnd+gland_pca1__Ridge_a10.0,0.352,0.511,0.159,0.3473,0.352,0.261
1,4,median_nnd+gland_pca3__PLS_2,0.368,0.569,0.202,0.3416,0.407,0.333
1,4,tumor_emb_pca5__Ridge_a1.0,0.398,0.670,0.272,0.3371,0.200,0.087
1,4,gland_ratio+gland_pca3__PLS_1,0.357,0.551,0.194,0.3349,0.232,0.095
1,4,gland_ratio+median_nnd+gland_pca3__Ridge_a10.0,0.369,0.603,0.234,0.3273,0.297,0.182
1,4,gland_ratio+median_nnd+tumor_pca2__Ridge_a100.0,0.357,0.571,0.214,0.3249,0.167,0.000
1,4,median_nnd+gland_pca3__Ridge_a10.0,0.351,0.562,0.211,0.3206,0.352,0.261
1,4,gland_ratio+gland_pca2__PLS_1,0.330,0.501,0.171,0.3196,0.232,0.095
1,4,median_nnd+gland_pca3__Ridge_a1.0,0.351,0.567,0.216,0.3182,0.407,0.333
1,4,median_nnd_only__PLS_1,0.315,0.425,0.111,0.3145,0.308,0.240
1,4,gland_ratio+median_nnd+both_pca3__Ridge_a10.0,0.358,0.599,0.241,0.3126,0.297,0.182
1,4,median_nnd_only__Ridge_a1,0.312,0.425,0.114,0.3120,0.308,0.240
1,4,tumor_emb_pca5__Ridge_a10.0,0.377,0.660,0.284,0.3101,0.219,0.091
1,4,gland_ratio_only__PLS_1,0.304,0.416,0.111,0.3044,0.177,0.083
1,4,gland_ratio_only__Ridge_a1,0.303,0.415,0.113,0.3028,0.177,0.083
1,4,gland_ratio+median_nnd+gland_pca2__PLS_2,0.341,0.574,0.233,0.2993,0.385,0.320
1,4,gland_ratio+median_nnd+both_pca2__Ridge_a100.0,0.336,0.561,0.225,0.2978,0.167,0.000
1,4,gland_ratio+median_nnd+gland_pca2__Ridge_a1.0,0.339,0.574,0.235,0.2960,0.385,0.320
1,4,gland_ratio+gland_pca3__PLS_2,0.340,0.581,0.240,0.2951,0.232,0.095
1,4,median_nnd_only__Ridge_a10,0.289,0.425,0.137,0.2887,0.167,0.000
1,4,gland_ratio+tumor_pca2__Ridge_a10.0,0.320,0.537,0.217,0.2870,0.232,0.095
1,4,gland_ratio_only__Ridge_a10,0.283,0.415,0.132,0.2829,0.232,0.095
1,4,gland_ratio+median_nnd+tumor_pca3__Ridge_a100.0,0.327,0.577,0.251,0.2762,0.167,0.000
1,4,gland_ratio+median_nnd+gland_pca3__Ridge_a100.0,0.309,0.567,0.258,0.2545,0.232,0.095
1,4,gland_ratio+gland_pca1__PLS_1,0.253,0.395,0.141,0.2534,0.195,0.087
1,4,gland_ratio+median_nnd+both_pca3__Ridge_a100.0,0.305,0.561,0.255,0.2527,0.232,0.095
1,4,gland_ratio+median_nnd+gland_pca2__Ridge_a100.0,0.297,0.546,0.248,0.2479,0.167,0.000
1,4,gland_ratio+gland_pca3__Ridge_a10.0,0.303,0.566,0.262,0.2472,0.232,0.095
1,4,gland_ratio+median_nnd+gland_pca3__Ridge_a1.0,0.311,0.606,0.296,0.2378,0.385,0.320
1,4,gland_ratio+gland_pca2__PLS_2,0.280,0.516,0.237,0.2364,0.232,0.095
1,4,gland_ratio+median_nnd__Ridge_a100,0.270,0.525,0.255,0.2175,0.167,0.000
1,4,gland_ratio+gland_pca2__Ridge_a10.0,0.262,0.503,0.241,0.2169,0.232,0.095
1,4,median_nnd+tumor_pca1__Ridge_a10.0,0.239,0.441,0.202,0.2132,0.167,0.000
1,4,gland_ratio+gland_pca1__Ridge_a1.0,0.229,0.415,0.186,0.2111,0.177,0.083
1,4,gland_ratio+gland_pca1__PLS_2,0.228,0.416,0.188,0.2094,0.177,0.083
1,4,gland_ratio+median_nnd+gland_pca1__Ridge_a100.0,0.264,0.534,0.270,0.2037,0.167,0.000
1,4,tumor_emb_pca2__Ridge_a1.0,0.264,0.540,0.276,0.2006,0.167,0.000
1,4,gland_ratio+gland_pca1__Ridge_a10.0,0.220,0.412,0.192,0.1987,0.213,0.091
1,4,gland_emb_pca3__PLS_1,0.245,0.504,0.259,0.1902,0.232,0.095
1,4,gland_emb_pca3__PLS_2,0.245,0.504,0.259,0.1902,0.232,0.095
1,4,gland_ratio+tumor_pca1__Ridge_a10.0,0.213,0.415,0.202,0.1863,0.232,0.095
1,4,gland_emb_pca3__Ridge_a1.0,0.241,0.503,0.262,0.1855,0.232,0.095
1,4,gland_ratio+tumor_pca3__Ridge_a10.0,0.242,0.537,0.295,0.1698,0.213,0.091
1,4,gland_ratio+gland_pca2__Ridge_a1.0,0.228,0.515,0.287,0.1599,0.232,0.095
1,4,tumor_emb_pca2__Ridge_a10.0,0.223,0.522,0.299,0.1481,0.167,0.000
1,4,gland_emb_pca3__Ridge_a10.0,0.209,0.491,0.281,0.1435,0.232,0.095
1,4,gland_ratio_only__Ridge_a100,0.032,0.415,0.383,-1.0000,0.167,0.000
1,4,median_nnd_only__Ridge_a100,0.033,0.425,0.392,-1.0000,0.167,0.000
1,4,gland_emb_pca1__Ridge_a1.0,-0.085,0.245,0.330,-1.0000,0.167,0.000
1,4,gland_emb_pca1__Ridge_a10.0,-0.134,0.245,0.379,-1.0000,0.167,0.000
1,4,gland_emb_pca1__Ridge_a100.0,-0.534,0.245,0.780,-1.0000,0.167,0.000
1,4,gland_emb_pca2__Ridge_a1.0,0.150,0.469,0.319,-1.0000,0.167,0.000
1,4,gland_emb_pca2__Ridge_a10.0,0.108,0.457,0.350,-1.0000,0.167,0.000
1,4,gland_emb_pca2__Ridge_a100.0,-0.305,0.453,0.759,-1.0000,0.167,0.000
1,4,gland_emb_pca3__Ridge_a100.0,-0.131,0.482,0.614,-1.0000,0.167,0.000
1,4,gland_emb_pca5__Ridge_a1.0,0.136,0.530,0.395,-1.0000,0.236,0.000
1,4,gland_emb_pca5__Ridge_a10.0,0.110,0.525,0.415,-1.0000,0.171,-0.095
1,4,gland_emb_pca5__Ridge_a100.0,-0.149,0.525,0.674,-1.0000,0.167,0.000
1,4,gland_emb_pca2__PLS_1,0.154,0.470,0.316,-1.0000,0.167,0.000
1,4,gland_emb_pca2__PLS_2,0.154,0.470,0.316,-1.0000,0.167,0.000
1,4,gland_emb_pca5__PLS_1,0.138,0.531,0.392,-1.0000,0.352,0.167
1,4,gland_emb_pca5__PLS_2,0.138,0.531,0.392,-1.0000,0.352,0.167
1,4,tumor_emb_pca1__Ridge_a1.0,-0.804,0.017,0.821,-1.0000,0.167,0.000
1,4,tumor_emb_pca1__Ridge_a10.0,-0.840,0.017,0.857,-1.0000,0.167,0.000
1,4,tumor_emb_pca1__Ridge_a100.0,-0.961,0.017,0.979,-1.0000,0.167,0.000
1,4,tumor_emb_pca2__Ridge_a100.0,-0.217,0.498,0.715,-1.0000,0.167,0.000
1,4,tumor_emb_pca3__Ridge_a1.0,0.187,0.541,0.353,-1.0000,0.154,0.000
1,4,tumor_emb_pca3__Ridge_a10.0,0.148,0.522,0.374,-1.0000,0.167,0.000
1,4,tumor_emb_pca3__Ridge_a100.0,-0.253,0.499,0.751,-1.0000,0.167,0.000
1,4,tumor_emb_pca5__Ridge_a100.0,0.155,0.654,0.499,-1.0000,0.167,0.000
1,4,gland_ratio+gland_pca1__Ridge_a100.0,0.026,0.399,0.373,-1.0000,0.167,0.000
1,4,gland_ratio+gland_pca2__Ridge_a100.0,0.111,0.478,0.367,-1.0000,0.167,0.000
1,4,gland_ratio+gland_pca3__Ridge_a1.0,0.271,0.582,0.311,-1.0000,0.232,0.095
1,4,gland_ratio+gland_pca3__Ridge_a100.0,0.171,0.518,0.347,-1.0000,0.167,0.000
1,4,median_nnd+gland_pca1__Ridge_a100.0,0.092,0.511,0.419,-1.0000,0.167,0.000
1,4,median_nnd+gland_pca2__Ridge_a100.0,0.165,0.534,0.369,-1.0000,0.167,0.000
1,4,median_nnd+gland_pca3__Ridge_a100.0,0.198,0.545,0.348,-1.0000,0.167,0.000
1,4,gland_ratio+tumor_pca1__Ridge_a100.0,-0.067,0.414,0.481,-1.0000,0.167,0.000
1,4,gland_ratio+tumor_pca2__Ridge_a100.0,0.171,0.501,0.330,-1.0000,0.167,0.000
1,4,gland_ratio+tumor_pca3__Ridge_a100.0,0.120,0.501,0.381,-1.0000,0.167,0.000
1,4,median_nnd+tumor_pca1__Ridge_a100.0,-0.056,0.429,0.485,-1.0000,0.167,0.000
1,4,median_nnd+tumor_pca2__Ridge_a100.0,0.244,0.572,0.328,-1.0000,0.167,0.000
1,4,median_nnd+tumor_pca3__Ridge_a100.0,0.210,0.584,0.373,-1.0000,0.167,0.000
1,4,gland_ratio+median_nnd+tumor_pca1__Ridge_a100.0,0.222,0.528,0.306,-1.0000,0.167,0.000
1,4,gland_ratio+median_nnd+both_pca1__Ridge_a100.0,0.222,0.534,0.312,-1.0000,0.167,0.000
1,4,gland_pca2__EN_a0.1,0.067,0.460,0.393,-1.0000,0.167,0.000
1,4,gland_pca2__EN_a0.5,-0.655,0.381,1.036,-1.0000,0.167,0.000
1,4,gland_pca2__EN_a1.0,-1.000,0.000,1.000,-1.0000,0.167,0.000
1,4,gland_pca3__EN_a0.1,0.155,0.492,0.338,-1.0000,0.232,0.095
1,4,gland_pca3__EN_a0.5,-0.584,0.381,0.965,-1.0000,0.167,0.000
1,4,gland_pca3__EN_a1.0,-1.000,0.000,1.000,-1.0000,0.167,0.000
1,5,gr+nnd+gland_mask_fraction__PLS1,0.444,0.568,0.125,0.4435,0.330,0.250
1,5,base_mf+gr+nnd__PLS1,0.444,0.568,0.125,0.4435,0.330,0.250
1,5,gr+tumor_median_nnd__PLS1,0.434,0.534,0.100,0.4340,0.355,0.308
1,5,base_gr+nnd__PLS1,0.434,0.534,0.100,0.4340,0.355,0.308
1,5,gr+nnd+gland_mean_component_area__PLS1,0.422,0.545,0.124,0.4217,0.355,0.308
1,5,gr+nnd+gland_component_count_norm__PLS1,0.410,0.537,0.127,0.4103,0.308,0.240
1,5,gr+nnd+gland_mask_fraction__Ridge10,0.406,0.560,0.154,0.4040,0.297,0.182
1,5,gr+tumor_median_nnd__Ridge10,0.403,0.528,0.126,0.4026,0.330,0.250
1,5,base_gr+nnd__Ridge10,0.403,0.528,0.126,0.4026,0.330,0.250
1,5,gr+nnd+gland_component_count_norm+gland_mean_component_area__PLS1,0.404,0.560,0.156,0.4009,0.288,0.231
1,5,gr+nnd+gland_mask_fraction+gland_component_count_norm__PLS1,0.395,0.538,0.143,0.3949,0.330,0.250
1,5,gr+nnd+gland_component_count_raw__Ridge10,0.392,0.527,0.135,0.3922,0.330,0.250
1,5,gr+nnd+gland_component_count_raw__PLS1,0.392,0.508,0.116,0.3916,0.355,0.308
1,5,gr+nnd+tumor_nnd_cv__PLS1,0.391,0.536,0.145,0.3906,0.355,0.308
1,5,gr+nnd+gland_mean_component_area__Ridge10,0.390,0.539,0.148,0.3902,0.330,0.250
1,5,gr+nnd+gland_component_count_norm__Ridge10,0.386,0.536,0.150,0.3860,0.278,0.174
1,5,nnd+gland_mask_fraction__PLS1,0.386,0.523,0.138,0.3858,0.363,0.308
1,5,gr+nnd+gland_mask_fraction+gland_large_component_ratio__PLS1,0.397,0.571,0.174,0.3849,0.308,0.240
1,5,gr+nnd+gland_large_component_ratio__PLS1,0.381,0.531,0.150,0.3814,0.311,0.240
1,5,gr+nnd+tumor_nnd_cv__Ridge10,0.379,0.533,0.154,0.3776,0.330,0.250
1,5,nnd+gland_component_count_norm__PLS1,0.358,0.490,0.132,0.3578,0.362,0.308
1,5,gr+nnd+gland_component_area_cv__PLS1,0.353,0.506,0.153,0.3518,0.308,0.154
1,5,gr+gland_component_count_raw__PLS1,0.350,0.491,0.141,0.3497,0.265,0.174
1,5,gr+nnd+gland_component_count_norm+gland_large_component_ratio__PLS1,0.354,0.528,0.174,0.3419,0.308,0.240
1,5,gr+gland_component_count_raw__Ridge10,0.338,0.481,0.143,0.3376,0.265,0.174
1,5,gr+nnd+gland_large_component_ratio__Ridge10,0.343,0.528,0.184,0.3262,0.278,0.174
1,5,base_gr__Ridge1,0.303,0.415,0.113,0.3028,0.177,0.083
1,5,gr+nnd+gland_large_component_ratio+gland_component_area_cv__PLS1,0.311,0.500,0.189,0.2918,0.240,0.077
1,5,gr+nnd+gland_component_area_cv__Ridge10,0.318,0.527,0.209,0.2884,0.330,0.160
1,5,solo_gland_patch_ratio__Ridge_a10,0.283,0.415,0.132,0.2829,0.232,0.095
1,5,solo_tumor_median_nnd__Ridge_a10,0.279,0.420,0.141,0.2795,0.167,0.000
1,5,gr+tumor_nnd_cv__Ridge10,0.292,0.476,0.184,0.2756,0.287,0.182
1,5,gr+gland_mean_component_area__PLS1,0.271,0.431,0.160,0.2663,0.232,0.095
1,5,gr+gland_mask_fraction__PLS1,0.266,0.407,0.142,0.2657,0.213,0.091
1,5,nnd+gland_mean_component_area__PLS1,0.269,0.444,0.175,0.2568,0.260,0.167
1,5,gr+gland_mean_component_area__Ridge10,0.259,0.433,0.173,0.2479,0.232,0.095
1,5,gr+tumor_nnd_cv__PLS1,0.259,0.439,0.180,0.2443,0.177,0.083
1,5,gr+gland_mask_fraction__Ridge10,0.251,0.415,0.164,0.2440,0.213,0.091
1,5,gr+gland_component_count_norm__PLS1,0.239,0.381,0.142,0.2395,0.195,0.087
1,5,gr+nnd+gland_mask_fraction__Ridge100,0.285,0.535,0.249,0.2357,0.232,0.095
1,5,gr+gland_component_count_norm__Ridge10,0.241,0.412,0.171,0.2298,0.213,0.091
1,5,nnd+gland_large_component_ratio__PLS1,0.241,0.426,0.185,0.2240,0.330,0.250
1,5,gr+nnd+gland_mask_fraction+gland_component_count_norm__Ridge100,0.271,0.522,0.251,0.2199,0.232,0.095
1,5,gr+nnd+gland_component_count_norm__Ridge100,0.261,0.522,0.261,0.2052,0.167,0.000
1,5,gr+nnd+gland_component_count_raw__Ridge100,0.252,0.511,0.259,0.1978,0.167,0.000
1,5,gr+gland_large_component_ratio__PLS1,0.216,0.412,0.195,0.1939,0.177,0.083
1,5,gr+nnd+gland_component_count_norm+gland_mean_component_area__Ridge100,0.254,0.544,0.289,0.1845,0.167,0.000
1,5,gr+nnd+gland_mean_component_area__Ridge100,0.251,0.536,0.285,0.1835,0.167,0.000
1,5,gr+gland_component_area_cv__PLS1,0.206,0.407,0.202,0.1801,0.248,0.080
1,5,gr+nnd+gland_mask_fraction+gland_large_component_ratio__Ridge100,0.243,0.540,0.297,0.1697,0.167,0.000
1,5,gr+gland_large_component_ratio__Ridge10,0.188,0.415,0.227,0.1500,0.213,0.091
1,5,gr+gland_component_area_cv__Ridge10,0.170,0.417,0.247,0.1216,0.218,0.000
1,5,solo_gland_mask_fraction__Ridge_a10,-0.004,0.264,0.268,-0.0630,0.167,0.000
1,5,solo_gland_component_count_raw__Ridge_a10,-0.101,0.188,0.289,-0.1707,0.154,0.000
